PrintHood,9274BD8D-CFD1-41C3-B35E-B13F55A758F4,false,true
Profile,5E6C858F-0E22-4760-9AFE-EA3317B67173,false,true
ProgramData,62AB5D82-FDC1-4DC3-A9DD-070D1D495D97,false,false
ProgramFiles,905e63b6-c1bf-494e-b29c-65b732d3d21a,false,false
ProgramFilesX64,6D809377-6AF0-444b-8957-A3773F02200E,true,false
ProgramFilesX86,7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E,false,false
ProgramFilesCommon,F7F1ED05-9F6D-47A2-AAAE-29D317C6F066,false,false
ProgramFilesCommonX64,6365D5A7-0F0D-45E5-87F6-0DA56B6A4F7D,true,false
ProgramFilesCommonX86,DE974D24-D9C6-4D3E-BF91-F4455120B917,false,false
Programs,A77F5D77-2E2B-44C3-A6A2-ABA601054A51,false,true
Public,DFDF76A2-C82A-4D63-906A-5644AC457385,false,false
PublicDesktop,C4AA340D-F20F-4863-AFEF-F87EF2E6BA25,false,false
PublicDocuments,ED4824AF-DCE4-45A8-81E2-FC7965083634,false,false
PublicDownloads,3D644C9B-1FB8-4f30-9B45-F670235F79C0,false,false
PublicGameTasks,DEBF2536-E1A8-4c59-B6A2-414586476AEA,false,false
PublicMusic,3214FAB5-9757-4298-BB61-92A9DEAA44FF,false,false
PublicPictures,B6EBFB86-6907-413C-9AF7-4FC2ABF07CC5,false,false
PublicVideos,2400183A-6185-49FB-A2D8-4A392A602BA3,false,false
QuickLaunch,52a4f021-7b75-48a9-9f6b-4b87a210bc8f,false,true
Recent,AE50C081-EBD2-438A-8655-8A092E34987A,false,true
RecycleBinFolder,B7534046-3ECB-4C18-BE4E-64CD4CB7D6AC,true,false
ResourceDir,8AD10C31-2ADB-4296-A8F7-E4701232C972,false,false
RoamingAppData,3EB685DB-65F9-4CF6-A03A-E3EF65729F3D,false,true
SampleMusic,B250C668-F57D-4EE1-A63C-290EE7D1AA1F,true,false
SamplePictures,C4900540-2379-4C75-844B-64E6FAF8716B,true,false
SamplePlaylists,15CA69B3-30EE-49C1-ACE1-6B5EC372AFB5,true,false
SampleVideos,859EAD94-2E85-48AD-A71A-0969CB56A6CD,true,false
SavedGames,4C5C32FF-BB9D-43b0-B5B4-2D72E54EAAA4,false,true
SavedSearches,7d1d3a04-debb-4115-95cf-2f29da2920da,false,true
SEARCH_CSC,ee32e446-31ca-4aba-814f-a5ebd2fd6d5e,true,false
SEARCH_MAPI,98ec0e18-2098-4d44-8644-66979315a281,true,false
SearchHome,190337d1-b8ca-4121-a639-6d472d16972a,true,false
SendTo,8983036C-27C0-404B-8F08-102D10DCFD74,false,true
SidebarDefaultParts,7B396E54-9EC5-4300-BE0A-2482EBAE1A26,true,false
SidebarParts,A75D362E-50FC-4fb7-AC2C-A8BEAA314493,true,false
StartMenu,625B53C3-AB48-4EC1-BA1F-A1EF4146FC19,false,true
Startup,B97D20BB-F46A-4C97-BA10-5E3608430854,false,true
SyncManagerFolder,43668BF8-C14E-49B2-97C9-747784D784B7,true,false
SyncResultsFolder,289a9a43-be44-4057-a41b-587a76d7e7f9,true,false
SyncSetupFolder,0F214138-B1D3-4a90-BBA9-27CBC0C5389A,true,false
System,1AC14E77-02E7-4E5D-B744-2EB1AE5198B7,false,false
SystemX86,D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27,false,false
Templates,A63293E8-664E-48DB-A079-DF759E0509F7,false,true
TreeProperties,5b3749ad-b49f-49c1-83eb-15370fbd4882,true,false
UserProfiles,0762D272-C50A-4BB0-A382-697DCD729B80,false,false
UsersFiles,f3ce0f7c-4901-4acc-8648-d5d44b04ef8f,true,false
Videos,18989B1D-99B5-455B-841C-AB7C74E4DDFC,false,true
Windows,F38BF404-1D43-42F2-9305-67DE0B28FC23")}
